domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,screenshot_path_banner,screenshot_path_manage,notes
mot.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:08:01.077Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/mot.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mot.go.th/desktop/run2_interstitial_step1_before.png; 
mot.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:08:09.068Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/mot.go.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/mot.go.th/mobile/run2_interstitial_step1_before.png; 
moac.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:08:09.380Z,https://moac.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/moac.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/moac.go.th/desktop/run1_interstitial_step1_before.png; 
moac.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:08:09.382Z,https://moac.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/moac.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/moac.go.th/desktop/run2_interstitial_step1_before.png; 
moe.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:08:17.663Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:08:17.772Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:08:17.860Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:08:17.947Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
moac.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:08:17.157Z,https://moac.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/moac.go.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/moac.go.th/mobile/run1_interstitial_step1_before.png; 
moac.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:08:17.294Z,https://moac.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/moac.go.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/moac.go.th/mobile/run2_interstitial_step1_before.png; 
m-society.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:08:18.035Z,https://m-society.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/m-society.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/m-society.go.th/desktop/run1_interstitial_step1_before.png; 
m-society.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:08:24.953Z,https://m-society.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/m-society.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/m-society.go.th/desktop/run2_interstitial_step1_before.png; 
justice.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:08:31.525Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:08:32.850Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:08:32.941Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:08:33.031Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
m-society.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:08:25.137Z,https://m-society.go.th/home.php,ok,,1,,unknown,en,1,1,0,1,1,1,0,,0,0,0,0,1,0,0,0,,0,,,,,0,,evidence/m-society.go.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/m-society.go.th/mobile/run1_interstitial_step1_before.png; 
m-society.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:08:25.822Z,https://m-society.go.th/home.php,ok,,1,,unknown,en,1,1,0,1,1,1,0,,0,0,0,0,1,0,0,0,,0,,,,,0,,evidence/m-society.go.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/m-society.go.th/mobile/run2_interstitial_step1_before.png; 
mnre.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:08:36.322Z,https://www.mnre.go.th/th/index,ok,,1,,unknown,th,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,1,,,,,0,,,,,,evidence/mnre.go.th/desktop/run2_banner.png,evidence/mnre.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/mnre.go.th/desktop/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/mnre.go.th/desktop/run2_interstitial_step1_after.png; "
mnre.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:08:38.429Z,https://www.mnre.go.th/th/index,ok,,1,,unknown,th,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/mnre.go.th/mobile/run1_banner.png,evidence/mnre.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/mnre.go.th/mobile/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/mnre.go.th/mobile/run1_interstitial_step1_after.png; "
mnre.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:08:33.135Z,https://www.mnre.go.th/th/index,ok,,1,,unknown,th,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/mnre.go.th/desktop/run1_banner.png,evidence/mnre.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/mnre.go.th/desktop/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/mnre.go.th/desktop/run1_interstitial_step1_after.png; "
mnre.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:08:55.668Z,https://www.mnre.go.th/th/index,ok,,1,,unknown,th,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,1,,,,,0,,,,,,evidence/mnre.go.th/mobile/run2_banner.png,evidence/mnre.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/mnre.go.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/mnre.go.th/mobile/run2_interstitial_step1_after.png; "
industry.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:08:55.719Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://industry.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
industry.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:08:59.139Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://industry.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
m-culture.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:09:59.197Z,https://m-culture.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,2,,,,,,,,,,,evidence/m-culture.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/m-culture.go.th/desktop/run1_interstitial_step1_before.png; 
industry.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:09:09.444Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://industry.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
m-culture.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:10:08.189Z,https://m-culture.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,2,,,,,,,,,,,evidence/m-culture.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/m-culture.go.th/desktop/run2_interstitial_step1_before.png; 
m-culture.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:10:09.497Z,https://m-culture.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/m-culture.go.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence/m-culture.go.th/mobile/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/m-culture.go.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/m-culture.go.th/mobile/run1_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/m-culture.go.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/m-culture.go.th/mobile/run1_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/m-culture.go.th/mobile/run1_interstitial_step3_after.png; "
labour.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:10:17.307Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://labour.go.th/
Call log:
[2m  - navigating to ""http://labour.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
labour.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:10:19.817Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://labour.go.th/
Call log:
[2m  - navigating to ""http://labour.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
labour.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:10:19.901Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://labour.go.th/
Call log:
[2m  - navigating to ""http://labour.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
labour.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:10:19.991Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://labour.go.th/
Call log:
[2m  - navigating to ""http://labour.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
m-culture.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:10:15.956Z,https://m-culture.go.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/m-culture.go.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/m-culture.go.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/m-culture.go.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/m-culture.go.th/mobile/run2_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/m-culture.go.th/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/m-culture.go.th/mobile/run2_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/m-culture.go.th/mobile/run2_interstitial_step3_after.png; "
