domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
vejthani.com,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:36:56.500Z,https://www.vejthani.com/,ok,,1,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/vejthani.com/desktop/run2_banner.png,,interstitial_step1_before=evidence/vejthani.com/desktop/run2_interstitial_step1_before.png; 
vejthani.com,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:36:50.216Z,https://www.vejthani.com/,ok,,1,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/vejthani.com/desktop/run1_banner.png,,"interstitial_step1_before=evidence/vejthani.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/vejthani.com/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/vejthani.com/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/#; interstitial_clicked=""""; interstitial_step2_after=evidence/vejthani.com/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/vejthani.com/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step3_after=evidence/vejthani.com/desktop/run1_interstitial_step3_after.png; "
vejthani.com,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:40:06.069Z,https://www.vejthani.com/,ok,,1,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/vejthani.com/mobile/run1_banner.png,,"interstitial_step1_before=evidence/vejthani.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/vejthani.com/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/vejthani.com/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step2_after=evidence/vejthani.com/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/vejthani.com/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step3_after=evidence/vejthani.com/mobile/run1_interstitial_step3_after.png; "
vejthani.com,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:40:50.712Z,https://www.vejthani.com/,ok,,1,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,3,,,1,,,,,,,,,,,,,,,,,evidence/vejthani.com/mobile/run2_banner.png,,"interstitial_step1_before=evidence/vejthani.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/vejthani.com/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/vejthani.com/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step2_after=evidence/vejthani.com/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/vejthani.com/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.vejthani.com/; interstitial_clicked=""""; interstitial_step3_after=evidence/vejthani.com/mobile/run2_interstitial_step3_after.png; "
rutnin.com,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:41:15.929Z,https://www.rutnin.com/th/home/index.php,ok,,1,,unknown,,0,0,0,0,,,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,evidence/rutnin.com/desktop/run1_banner.png,,"interstitial_step1_before=evidence/rutnin.com/desktop/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/rutnin.com/desktop/run1_interstitial_step1_after.png; "
rutnin.com,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:41:22.878Z,https://www.rutnin.com/th/home/index.php,ok,,1,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/rutnin.com/desktop/run2_banner.png,,"interstitial_step1_before=evidence/rutnin.com/desktop/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/rutnin.com/desktop/run2_interstitial_step1_after.png; "
rutnin.com,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:41:23.525Z,https://www.rutnin.com/th/home/index.php,ok,,1,,unknown,,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/rutnin.com/mobile/run1_banner.png,evidence/rutnin.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/rutnin.com/mobile/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/rutnin.com/mobile/run1_interstitial_step1_after.png; "
rutnin.com,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:41:25.242Z,https://www.rutnin.com/th/home/index.php,ok,,1,,unknown,,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/rutnin.com/mobile/run2_banner.png,evidence/rutnin.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/rutnin.com/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/rutnin.com/mobile/run2_interstitial_step1_after.png; "
yanhee.net,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:41:30.777Z,https://www.yanhee.net/contact-us/make-an-appointment/,ok,,1,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/yanhee.net/desktop/run1_banner.png,,"interstitial_step1_before=evidence/yanhee.net/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.yanhee.net/contact-us/make-an-appointment/; interstitial_clicked=""""; interstitial_step1_after=evidence/yanhee.net/desktop/run1_interstitial_step1_after.png; "
yanhee.net,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:41:37.912Z,https://www.yanhee.net/about-us/awards-accreditations/jci-accreditation-gold-seal/,ok,,1,,unknown,en-US,1,0,0,0,1,,,,0,0,0,0,0,2,,,1,,,,,,,,,,,,,,,,,evidence/yanhee.net/mobile/run1_banner.png,,"interstitial_step1_before=evidence/yanhee.net/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.yanhee.net/about-us/awards-accreditations/jci-accreditation-gold-seal/; interstitial_clicked=""""; interstitial_step1_after=evidence/yanhee.net/mobile/run1_interstitial_step1_after.png; "
yanhee.net,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:41:37.787Z,https://www.yanhee.net/contact-us/make-an-appointment/,ok,,1,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/yanhee.net/desktop/run2_banner.png,,"interstitial_step1_before=evidence/yanhee.net/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.yanhee.net/contact-us/make-an-appointment/; interstitial_clicked=""""; interstitial_step1_after=evidence/yanhee.net/desktop/run2_interstitial_step1_after.png; "
yanhee.net,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:41:41.837Z,https://www.yanhee.net/about-us/awards-accreditations/jci-accreditation-gold-seal/,ok,,1,,unknown,en-US,1,0,0,0,1,,,,0,0,0,0,0,2,,,1,,,,,,,,,,,,,,,,,evidence/yanhee.net/mobile/run2_banner.png,,"interstitial_step1_before=evidence/yanhee.net/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.yanhee.net/about-us/awards-accreditations/jci-accreditation-gold-seal/; interstitial_clicked=""""; interstitial_step1_after=evidence/yanhee.net/mobile/run2_interstitial_step1_after.png; "
missionhospital.org,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:41:50.494Z,https://www.kd62.bet/signup,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/missionhospital.org/mobile/run1_banner.png,,"interstitial_step1_before=evidence/missionhospital.org/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.kd62.bet/signup; interstitial_clicked=""""; interstitial_step1_after=evidence/missionhospital.org/mobile/run1_interstitial_step1_after.png; "
missionhospital.org,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:41:48.896Z,https://www.bitdefender.com/en-us/,ok,,1,,unknown,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/missionhospital.org/desktop/run2_banner.png,evidence/missionhospital.org/desktop/run2_manage.png,interstitial_step1_before=evidence/missionhospital.org/desktop/run2_interstitial_step1_before.png; 
missionhospital.org,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:41:48.569Z,https://www.bitdefender.com/en-th/,ok,,1,,unknown,en-TH,1,0,0,1,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/missionhospital.org/desktop/run1_banner.png,,"interstitial_step1_before=evidence/missionhospital.org/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.bitdefender.com/en-us; interstitial_clicked=""""; interstitial_step1_after=evidence/missionhospital.org/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/missionhospital.org/desktop/run1_interstitial_step2_before.png; interstitial_clicked=""Continue""; interstitial_step2_after=evidence/missionhospital.org/desktop/run1_interstitial_step2_after.png; "
missionhospital.org,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:42:07.329Z,https://www.kd62.bet/signup,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/missionhospital.org/mobile/run2_banner.png,,"interstitial_step1_before=evidence/missionhospital.org/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.kd62.bet/signup; interstitial_clicked=""""; interstitial_step1_after=evidence/missionhospital.org/mobile/run2_interstitial_step1_after.png; "
camillianhospital.org,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:42:15.543Z,https://camillianhospital.org/,ok,,1,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/camillianhospital.org/desktop/run1_banner.png,,"interstitial_step1_before=evidence/camillianhospital.org/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://camillianhospital.org/; interstitial_clicked=""""; interstitial_step1_after=evidence/camillianhospital.org/desktop/run1_interstitial_step1_after.png; "
camillianhospital.org,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:42:19.808Z,https://camillianhospital.org/,ok,,1,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/camillianhospital.org/desktop/run2_banner.png,,"interstitial_step1_before=evidence/camillianhospital.org/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://camillianhospital.org/; interstitial_clicked=""""; interstitial_step1_after=evidence/camillianhospital.org/desktop/run2_interstitial_step1_after.png; "
camillianhospital.org,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:42:23.240Z,https://camillianhospital.org/%e0%b9%80%e0%b8%81%e0%b8%b5%e0%b9%88%e0%b8%a2%e0%b8%a7%e0%b8%81%e0%b8%b1%e0%b8%9a%e0%b9%80%e0%b8%a3%e0%b8%b2/,ok,,1,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/camillianhospital.org/mobile/run1_banner.png,,"interstitial_step1_before=evidence/camillianhospital.org/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://camillianhospital.org/%e0%b9%80%e0%b8%81%e0%b8%b5%e0%b9%88%e0%b8%a2%e0%b8%a7%e0%b8%81%e0%b8%b1%e0%b8%9a%e0%b9%80%e0%b8%a3%e0%b8%b2/; interstitial_clicked=""""; interstitial_step1_after=evidence/camillianhospital.org/mobile/run1_interstitial_step1_after.png; "
saintlouis.or.th,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:42:45.444Z,https://saintlouis.or.th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/saintlouis.or.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/saintlouis.or.th/desktop/run1_interstitial_step1_before.png; 
saintlouis.or.th,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:43:02.978Z,https://saintlouis.or.th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/saintlouis.or.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/saintlouis.or.th/mobile/run1_interstitial_step1_before.png; 
saintlouis.or.th,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:42:59.219Z,https://saintlouis.or.th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/saintlouis.or.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/saintlouis.or.th/desktop/run2_interstitial_step1_before.png; 
saintlouis.or.th,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:45:33.497Z,https://saintlouis.or.th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/saintlouis.or.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/saintlouis.or.th/mobile/run2_interstitial_step1_before.png; 
camillianhospital.org,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:42:45.414Z,https://camillianhospital.org/%e0%b8%84%e0%b8%a5%e0%b8%b4%e0%b8%99%e0%b8%b4%e0%b8%81%e0%b8%a8%e0%b8%b1%e0%b8%a5%e0%b8%a2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%81%e0%b8%a3%e0%b8%b0%e0%b8%94%e0%b8%b9%e0%b8%81/,ok,,1,,unknown,th,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/camillianhospital.org/mobile/run2_banner.png,,"interstitial_step1_before=evidence/camillianhospital.org/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://camillianhospital.org/%e0%b8%84%e0%b8%a5%e0%b8%b4%e0%b8%99%e0%b8%b4%e0%b8%81%e0%b8%a8%e0%b8%b1%e0%b8%a5%e0%b8%a2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%81%e0%b8%a3%e0%b8%b0%e0%b8%94%e0%b8%b9%e0%b8%81/; interstitial_clicked=""""; interstitial_step1_after=evidence/camillianhospital.org/mobile/run2_interstitial_step1_after.png; "
sikarin.com,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:45:34.052Z,https://www.sikarin.com/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/sikarin.com/desktop/run1_banner.png,evidence/sikarin.com/desktop/run1_manage.png,"interstitial_step1_before=evidence/sikarin.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.sikarin.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/sikarin.com/desktop/run1_interstitial_step1_after.png; "
sikarin.com,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:46:56.430Z,https://www.sikarin.com/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/sikarin.com/desktop/run2_banner.png,evidence/sikarin.com/desktop/run2_manage.png,"interstitial_step1_before=evidence/sikarin.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.sikarin.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/sikarin.com/desktop/run2_interstitial_step1_after.png; "
sikarin.com,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:47:00.769Z,https://www.sikarin.com/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/sikarin.com/mobile/run1_banner.png,evidence/sikarin.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/sikarin.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.sikarin.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/sikarin.com/mobile/run1_interstitial_step1_after.png; "
sikarin.com,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:47:09.241Z,https://www.sikarin.com/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/sikarin.com/mobile/run2_banner.png,evidence/sikarin.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/sikarin.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.sikarin.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/sikarin.com/mobile/run2_interstitial_step1_after.png; "
nakornthon.com,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:47:16.679Z,https://nakornthon.com/Cart/Index,ok,,1,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/nakornthon.com/desktop/run1_banner.png,,"interstitial_step1_before=evidence/nakornthon.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index; interstitial_clicked=""""; interstitial_step1_after=evidence/nakornthon.com/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/nakornthon.com/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index#; interstitial_clicked=""""; interstitial_step2_after=evidence/nakornthon.com/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/nakornthon.com/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index#; interstitial_clicked=""""; interstitial_step3_after=evidence/nakornthon.com/desktop/run1_interstitial_step3_after.png; "
nakornthon.com,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:47:20.299Z,https://nakornthon.com/Cart/Index,ok,,1,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/nakornthon.com/desktop/run2_banner.png,,"interstitial_step1_before=evidence/nakornthon.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index; interstitial_clicked=""""; interstitial_step1_after=evidence/nakornthon.com/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/nakornthon.com/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index#; interstitial_clicked=""""; interstitial_step2_after=evidence/nakornthon.com/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/nakornthon.com/desktop/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index#; interstitial_clicked=""""; interstitial_step3_after=evidence/nakornthon.com/desktop/run2_interstitial_step3_after.png; "
nakornthon.com,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:47:31.473Z,https://nakornthon.com/Cart/Index,ok,,1,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/nakornthon.com/mobile/run1_banner.png,,"interstitial_step1_before=evidence/nakornthon.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index; interstitial_clicked=""""; interstitial_step1_after=evidence/nakornthon.com/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/nakornthon.com/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index; interstitial_clicked=""""; interstitial_step2_after=evidence/nakornthon.com/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/nakornthon.com/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index; interstitial_clicked=""""; interstitial_step3_after=evidence/nakornthon.com/mobile/run1_interstitial_step3_after.png; "
nakornthon.com,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:47:40.058Z,https://nakornthon.com/Home,ok,,1,,unknown,th,1,0,0,1,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/nakornthon.com/mobile/run2_banner.png,,"interstitial_step1_before=evidence/nakornthon.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index; interstitial_clicked=""""; interstitial_step1_after=evidence/nakornthon.com/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/nakornthon.com/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Cart/Index; interstitial_clicked=""""; interstitial_step2_after=evidence/nakornthon.com/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/nakornthon.com/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nakornthon.com/Home; interstitial_clicked=""""; interstitial_step3_after=evidence/nakornthon.com/mobile/run2_interstitial_step3_after.png; "
piyavate.com,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:47:43.576Z,https://piyavate.com/,ok,,1,,OneTrust,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside),0,0,0,0,1,1,2,1,1,1,0,,,,1,,,,,,,,,,,evidence/piyavate.com/desktop/run1_banner.png,evidence/piyavate.com/desktop/run1_manage.png,"interstitial_step1_before=evidence/piyavate.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://piyavate.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/piyavate.com/desktop/run1_interstitial_step1_after.png; "
piyavate.com,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:47:50.728Z,https://piyavate.com/,ok,,1,,OneTrust,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside),0,0,0,0,1,1,2,1,1,1,0,,,,1,,,,,,,,,,,evidence/piyavate.com/desktop/run2_banner.png,evidence/piyavate.com/desktop/run2_manage.png,"interstitial_step1_before=evidence/piyavate.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://piyavate.com/our-services/; interstitial_clicked=""""; interstitial_step1_after=evidence/piyavate.com/desktop/run2_interstitial_step1_after.png; "
wattanosoth.com,HEALTH,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T16:48:33.605Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://wattanosoth.com/
Call log:
[2m  - navigating to ""http://wattanosoth.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
wattanosoth.com,HEALTH,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T16:48:33.893Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://wattanosoth.com/
Call log:
[2m  - navigating to ""http://wattanosoth.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
wattanosoth.com,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:48:34.021Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://wattanosoth.com/
Call log:
[2m  - navigating to ""http://wattanosoth.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
wattanosoth.com,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:48:34.138Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://wattanosoth.com/
Call log:
[2m  - navigating to ""http://wattanosoth.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
piyavate.com,HEALTH,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T16:48:09.045Z,https://piyavate.com/,ok,,1,,OneTrust,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside),0,0,0,0,1,1,1,1,1,1,0,,,,1,,,,,,,,,,,evidence/piyavate.com/mobile/run1_banner.png,evidence/piyavate.com/mobile/run1_manage.png,interstitial_step1_before=evidence/piyavate.com/mobile/run1_interstitial_step1_before.png; 
piyavate.com,HEALTH,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T16:48:15.993Z,https://piyavate.com/,ok,,1,,OneTrust,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside),0,0,0,0,1,1,1,1,1,1,0,,,,1,,,,,,,,,,,evidence/piyavate.com/mobile/run2_banner.png,evidence/piyavate.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/piyavate.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://piyavate.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/piyavate.com/mobile/run2_interstitial_step1_after.png; "
