domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
moph.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:35:20.367Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moph.go.th/desktop/run2_banner.png,evidence/moph.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/moph.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/moph.go.th/desktop/run2_interstitial_step1_after.png; "
moph.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:35:26.648Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moph.go.th/mobile/run2_banner.png,evidence/moph.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/moph.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/moph.go.th/mobile/run2_interstitial_step1_after.png; "
mof.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:35:30.484Z,https://mof.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mof.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/mof.go.th/desktop/run1_interstitial_step1_before.png; 
mof.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:35:30.636Z,https://mof.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mof.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mof.go.th/desktop/run2_interstitial_step1_before.png; 
mof.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:35:36.781Z,https://www.mof.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mof.go.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/mof.go.th/mobile/run2_interstitial_step1_before.png; 
mof.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:35:36.497Z,https://www.mof.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/mof.go.th/mobile/run1_banner.png,evidence/mof.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/mof.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/mof.go.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/mof.go.th/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/mof.go.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/mof.go.th/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step3_after=evidence/mof.go.th/mobile/run1_interstitial_step3_after.png; "
mfa.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:35:36.803Z,https://www.mfa.go.th/th/index,ok,,1,,unknown,th,1,1,1,0,1,1,0,,0,0,0,0,1,3,1,1,,0,0,,,,1,,,,,,,,,,,evidence/mfa.go.th/desktop/run1_banner.png,evidence/mfa.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/mfa.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/mfa.go.th/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step2_after=evidence/mfa.go.th/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/mfa.go.th/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step3_after=evidence/mfa.go.th/desktop/run1_interstitial_step3_after.png; "
mfa.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:35:44.107Z,https://www.mfa.go.th/th/index,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mfa.go.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/mfa.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/mfa.go.th/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step2_after=evidence/mfa.go.th/desktop/run2_interstitial_step2_after.png; "
mfa.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:35:47.799Z,https://www.mfa.go.th/th/search,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mfa.go.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence/mfa.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/mfa.go.th/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/search; interstitial_clicked=""""; interstitial_step2_after=evidence/mfa.go.th/mobile/run1_interstitial_step2_after.png; "
mfa.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:35:51.967Z,https://www.mfa.go.th/th/index,ok,,1,,unknown,th,1,1,1,0,1,1,0,,0,0,0,0,1,2,1,1,,0,0,,,,1,,,,,,,,,,,evidence/mfa.go.th/mobile/run2_banner.png,evidence/mfa.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/mfa.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/mobile/run2_interstitial_step1_after.png; "
moi.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:35:52.312Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/desktop/run1_banner.png,evidence/moi.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/moi.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence/moi.go.th/desktop/run1_interstitial_step1_after.png; "
moi.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:35:55.702Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/desktop/run2_banner.png,evidence/moi.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/moi.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence/moi.go.th/desktop/run2_interstitial_step1_after.png; "
moc.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:36:09.012Z,https://moc.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/moc.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/moc.go.th/desktop/run1_interstitial_step1_before.png; 
moc.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:36:15.646Z,,error,"page.goto: net::ERR_CONNECTION_RESET at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:36:15.744Z,,error,"page.goto: net::ERR_CONNECTION_RESET at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:36:15.838Z,,error,"page.goto: net::ERR_CONNECTION_RESET at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moi.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:36:04.182Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/mobile/run1_banner.png,evidence/moi.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/moi.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence/moi.go.th/mobile/run1_interstitial_step1_after.png; "
moi.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:36:06.753Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/mobile/run2_banner.png,evidence/moi.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/moi.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence/moi.go.th/mobile/run2_interstitial_step1_after.png; "
mot.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:36:15.932Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/mot.go.th/desktop/run1_interstitial_step1_before.png; 
mot.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:36:17.557Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mot.go.th/desktop/run2_interstitial_step1_before.png; 
mot.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:36:19.852Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/mot.go.th/mobile/run1_interstitial_step1_before.png; 
mot.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:36:26.160Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/mot.go.th/mobile/run2_interstitial_step1_before.png; 
moac.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:36:27.559Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/desktop/run1_banner.png,evidence/moac.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/moac.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/desktop/run1_interstitial_step1_after.png; "
moac.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:36:27.988Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/desktop/run2_banner.png,evidence/moac.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/moac.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/desktop/run2_interstitial_step1_after.png; "
moe.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:36:44.050Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:36:44.116Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:36:44.167Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:36:44.226Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moac.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:36:33.781Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/mobile/run1_banner.png,evidence/moac.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/moac.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/mobile/run1_interstitial_step1_after.png; "
m-society.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:36:44.277Z,https://m-society.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/m-society.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/m-society.go.th/desktop/run1_interstitial_step1_before.png; 
m-society.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:36:47.105Z,https://m-society.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/m-society.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/m-society.go.th/desktop/run2_interstitial_step1_before.png; 
moac.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:36:42.194Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/mobile/run2_banner.png,evidence/moac.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/moac.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/mobile/run2_interstitial_step1_after.png; "
justice.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:36:55.777Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:36:56.130Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:36:56.177Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:36:56.225Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
m-society.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:36:50.501Z,https://www.m-society.go.th/home.php,ok,,1,,unknown,en,1,1,0,1,1,1,0,,0,0,0,0,1,0,1,1,,0,,,,,1,,,,,,,,,,,evidence/m-society.go.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence/m-society.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=http://www.m-society.go.th/home.php; interstitial_clicked=""""; interstitial_step1_after=evidence/m-society.go.th/mobile/run1_interstitial_step1_after.png; "
m-society.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:36:53.287Z,https://www.m-society.go.th/home.php,ok,,1,,unknown,en,1,1,0,1,1,1,0,,0,0,0,0,1,0,1,1,,0,,,,,1,,,,,,,,,,,evidence/m-society.go.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/m-society.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=http://www.m-society.go.th/home.php; interstitial_clicked=""""; interstitial_step1_after=evidence/m-society.go.th/mobile/run2_interstitial_step1_after.png; "
